method,rmse,top1_regret,top1_hit_rate,ndcg,pairwise_log_loss
base_propensity,0.0863096013661516,0.03872567601501942,0.3704225352112676,0.9756724431402463,0.6374251913246279
tuned_decision_neighborhood,0.08630923431188896,0.037844925001263616,0.36666666666666664,0.9759778019610023,0.6374186330447735
fixed_decision_neighborhood,0.08630615049452935,0.03836941123008728,0.3727699530516432,0.9757685295735907,0.6374216709606213
