method,rmse,top1_regret,top1_hit_rate
base_ridge,0.11051712794790707,0.019327417016029358,0.4835680751173709
globally_tuned_shared_knn,0.11095111721522956,0.020543191581964493,0.4835680751173709
program_specific_knn,0.11057940504214729,0.019075904041528702,0.49765258215962443
