method,rmse,top1_regret,top1_hit_rate
base_ridge,0.10632960136259863,0.01870221458375454,0.568075117370892
prespecified_broad_knn,0.10711188539610711,0.01887478493154049,0.568075117370892
globally_tuned_shared_knn,0.10721401937248293,0.020278003066778183,0.5492957746478874
program_specific_knn,0.10727526767011883,0.018943972885608673,0.5727699530516432
