method,rmse,top1_regret,top1_hit_rate
static_base,0.1316165248144199,0.04729306697845459,0.323943661971831
static_plus_svd,0.08842985096172233,0.042739853262901306,0.352112676056338
static_svd_plus_history_rates,0.087152451383913,0.044360797852277756,0.3333333333333333
embedding_shared_knn,0.0880175123167296,0.043058186769485474,0.352112676056338
embedding_program_specific_knn,0.08772523111782005,0.041698940098285675,0.3568075117370892
