method,rmse,top1_regret,top1_hit_rate
static_base,0.11774562349832193,0.03998330980539322,0.352112676056338
static_plus_svd,0.08277020434300984,0.03908354043960571,0.36619718309859156
static_svd_plus_history_rates,0.08239116012832426,0.03987033665180206,0.36619718309859156
embedding_shared_knn,0.08200681847163885,0.037683892995119095,0.39906103286384975
embedding_program_specific_knn,0.08229400652054047,0.03948444500565529,0.37089201877934275
