method,rmse,top1_regret,top1_hit_rate
static_base,0.1290489713580433,0.04287826642394066,0.3333333333333333
static_plus_svd,0.08959633996823069,0.04023071005940437,0.3333333333333333
static_svd_plus_history_rates,0.08960447913058918,0.0382191464304924,0.3286384976525822
embedding_shared_knn,0.08925111161363704,0.04180315136909485,0.3333333333333333
embedding_program_specific_knn,0.08921967876777508,0.0410858616232872,0.3380281690140845
