method,rmse,top1_regret,top1_hit_rate
base_ridge,0.11601939591007408,0.020670223981142044,0.4788732394366197
prespecified_broad_knn,0.11614752418034352,0.021112987771630287,0.4835680751173709
globally_tuned_shared_knn,0.11591692733993227,0.021267667412757874,0.4788732394366197
program_specific_knn,0.11614957525638503,0.022833291441202164,0.4272300469483568
