method,rmse,top1_regret,top1_hit_rate
static_base,0.12118053094548523,0.035654690116643906,0.38967136150234744
static_plus_svd,0.08203073135714585,0.034315478056669235,0.4084507042253521
static_svd_plus_history_rates,0.08277726114505128,0.031192833557724953,0.45539906103286387
embedding_shared_knn,0.08190726751927986,0.03375234827399254,0.4084507042253521
embedding_program_specific_knn,0.08197406190259666,0.03318319097161293,0.40375586854460094
