method,rmse,top1_regret,top1_hit_rate,ndcg,pairwise_log_loss
base_propensity,0.0863096013661516,0.03872567601501942,0.3704225352112676,0.9756724431402463,0.6374251913246279
tuned_decision_neighborhood,0.0862837978169694,0.03839710652828217,0.36666666666666664,0.9759901798565013,0.637416449478237
fixed_decision_neighborhood,0.08626258157009453,0.03740281537175179,0.3755868544600939,0.9761591285426334,0.6374081468054372
