method,rmse,top1_regret,top1_hit_rate
static_base,0.13161952397341736,0.042037490755319595,0.3145539906103286
static_plus_svd,0.08960393020671024,0.03836265951395035,0.3286384976525822
static_svd_plus_history_rates,0.08867336478832596,0.03956834226846695,0.3427230046948357
embedding_shared_knn,0.088989427125821,0.038975998759269714,0.3286384976525822
embedding_program_specific_knn,0.08888001467373854,0.041303012520074844,0.323943661971831
